영업일자,느티나무 셀프BBQ_1인 수저세트,느티나무 셀프BBQ_BBQ55(단체),"느티나무 셀프BBQ_대여료 30,000원","느티나무 셀프BBQ_대여료 60,000원","느티나무 셀프BBQ_대여료 90,000원",느티나무 셀프BBQ_스프라이트 (단체),느티나무 셀프BBQ_신라면,느티나무 셀프BBQ_쌈장,느티나무 셀프BBQ_육개장 사발면,느티나무 셀프BBQ_일회용 소주컵,느티나무 셀프BBQ_일회용 종이컵,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),느티나무 셀프BBQ_잔디그늘집 의자 추가,느티나무 셀프BBQ_참이슬 (단체),느티나무 셀프BBQ_친환경 접시 14cm,느티나무 셀프BBQ_친환경 접시 23cm,느티나무 셀프BBQ_카스 병(단체),느티나무 셀프BBQ_콜라 (단체),느티나무 셀프BBQ_햇반,느티나무 셀프BBQ_허브솔트,담하_(단체) 공깃밥,담하_(단체) 생목살 김치전골 2.0,담하_(단체) 은이버섯 갈비탕,담하_(단체) 한우 우거지 국밥,담하_(단체) 황태해장국 3/27까지,담하_(정식) 된장찌개,담하_(정식) 물냉면,담하_(정식) 비빔냉면,담하_(후식) 된장찌개,담하_(후식) 물냉면,담하_(후식) 비빔냉면,담하_갑오징어 비빔밥,담하_갱시기,담하_공깃밥,담하_꼬막 비빔밥,담하_느린마을 막걸리,담하_담하 한우 불고기,담하_담하 한우 불고기 정식,담하_더덕 한우 지짐,담하_들깨 양지탕,담하_라면사리,담하_룸 이용료,담하_메밀면 사리,담하_명인안동소주,담하_명태회 비빔냉면,담하_문막 복분자 칵테일,담하_봉평메밀 물냉면,담하_생목살 김치찌개,담하_스프라이트,담하_은이버섯 갈비탕,담하_제로콜라,담하_참이슬,담하_처음처럼,담하_카스,담하_콜라,담하_테라,담하_하동 매실 칵테일,담하_한우 떡갈비 정식,담하_한우 미역국 정식,담하_한우 우거지 국밥,담하_한우 차돌박이 된장찌개,담하_황태해장국,라그로타_AUS (200g),라그로타_G-Charge(3),라그로타_Gls.Sileni,라그로타_Gls.미션 서드,라그로타_Open Food,라그로타_그릴드 비프 샐러드,라그로타_까르보나라,라그로타_모둠 해산물 플래터,라그로타_미션 서드 카베르네 쉬라,라그로타_버섯 크림 리조또,라그로타_빵 추가 (1인),라그로타_스프라이트,라그로타_시저 샐러드,라그로타_아메리카노,라그로타_알리오 에 올리오,라그로타_양갈비 (4ps),라그로타_자몽리치에이드,라그로타_제로콜라,라그로타_카스,라그로타_콜라,라그로타_하이네켄(생),라그로타_한우 (200g),라그로타_해산물 토마토 리조또,라그로타_해산물 토마토 스튜 파스타,라그로타_해산물 토마토 스파게티,"미라시아_(단체)브런치주중 36,000",미라시아_(화덕) 불고기 페퍼로니 반반피자,미라시아_BBQ Platter,미라시아_BBQ 고기추가,미라시아_공깃밥,미라시아_글라스와인 (레드),미라시아_레인보우칵테일(알코올),미라시아_미라시아 브런치 (패키지),미라시아_버드와이저(무제한),미라시아_보일링 랍스타 플래터,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_브런치 2인 패키지,미라시아_브런치 4인 패키지,미라시아_브런치(대인) 주말,미라시아_브런치(대인) 주중,미라시아_브런치(어린이),미라시아_쉬림프 투움바 파스타,미라시아_스텔라(무제한),미라시아_스프라이트,미라시아_애플망고 에이드,미라시아_얼그레이 하이볼,미라시아_오븐구이 윙과 킬바사소세지,미라시아_유자 하이볼,미라시아_잭 애플 토닉,미라시아_칠리 치즈 프라이,미라시아_코카콜라,미라시아_코카콜라(제로),미라시아_콥 샐러드,미라시아_파스타면 추가(150g),미라시아_핑크레몬에이드,카페테리아_공깃밥(추가),카페테리아_구슬아이스크림,카페테리아_단체식 13000(신),카페테리아_단체식 18000(신),카페테리아_돼지고기 김치찌개,카페테리아_복숭아 아이스티,카페테리아_새우 볶음밥,카페테리아_새우튀김 우동,카페테리아_샷 추가,카페테리아_수제 등심 돈까스,카페테리아_아메리카노(HOT),카페테리아_아메리카노(ICE),카페테리아_약 고추장 돌솥비빔밥,카페테리아_어린이 돈까스,카페테리아_오픈푸드,카페테리아_진사골 설렁탕,카페테리아_짜장면,카페테리아_짜장밥,카페테리아_짬뽕,카페테리아_짬뽕밥,카페테리아_치즈돈까스,카페테리아_카페라떼(HOT),카페테리아_카페라떼(ICE),카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,포레스트릿_꼬치어묵,포레스트릿_떡볶이,포레스트릿_복숭아 아이스티,포레스트릿_생수,포레스트릿_스프라이트,포레스트릿_아메리카노(HOT),포레스트릿_아메리카노(ICE),포레스트릿_치즈 핫도그,포레스트릿_카페라떼(HOT),포레스트릿_카페라떼(ICE),포레스트릿_코카콜라,포레스트릿_페스츄리 소시지,화담숲주막_느린마을 막걸리,화담숲주막_단호박 식혜,화담숲주막_병천순대,화담숲주막_스프라이트,화담숲주막_참살이 막걸리,화담숲주막_찹쌀식혜,화담숲주막_콜라,화담숲주막_해물파전,화담숲카페_메밀미숫가루,화담숲카페_아메리카노 HOT,화담숲카페_아메리카노 ICE,화담숲카페_카페라떼 ICE,화담숲카페_현미뻥스크림
TEST_04+7일,9.474495,45.895535,10.90276,6.2204795,1.9806982,9.766543,5.108476,1.2937361,3.7364445,1.2762786,1.9723593,3.5875518,19.170431,2.8809888,26.26225,1.6508617,2.3802836,28.752417,11.916303,3.1452408,1.4400295,2.8234463,31.030783,23.053154,25.26597,67.88864,7.3501644,4.3999243,3.6558173,6.2995186,3.2787654,2.7225285,2.5448093,5.3062687,39.993465,4.619167,3.1225176,33.837788,10.310243,1.8302213,4.590466,1.0781838,1.4524649,3.334245,1.0719255,3.986943,1.1594794,3.349478,11.083453,2.1593037,7.649935,1.120814,4.273767,1.6811485,2.557583,1.7102094,2.2538958,1.895402,8.720694,5.4120708,7.716086,9.918202,8.2187605,2.9668837,2.2307928,2.2546833,4.368283,1.0278817,2.6583717,5.3878226,1.3659334,1.2034392,5.296226,2.6758118,1.1796104,2.7774637,1.4792719,4.594628,2.2254639,1.685007,1.9738411,2.7436924,2.3602426,3.9123886,3.3674142,2.7101164,3.721093,5.056638,39.77055,5.4187064,13.9772415,1.8102503,3.0016334,1.1997986,1.1238742,8.552537,10.41554,2.8802414,1.6453689,8.308024,1.5046749,146.98584,19.367487,18.992472,7.4227166,6.6883926,2.8692381,4.831885,2.1932356,2.8967593,2.390435,1.8287472,1.8819828,3.852478,3.0209904,4.2486076,2.2501345,2.2812948,7.297334,8.787475,70.23618,93.713745,10.503322,11.323723,8.547563,20.209675,2.1498086,17.616678,13.790428,19.858679,14.778672,8.70702,2.2250144,25.925097,10.344382,2.3150187,6.8502116,3.681776,7.9441586,10.283497,8.468379,8.016056,13.942963,15.0570135,11.628399,39.58341,4.41366,11.556584,57.72371,39.153847,6.2626615,8.499245,14.16021,16.023651,12.112325,5.880572,11.838444,5.47261,8.310509,8.831859,6.2985663,48.670887,10.240815,9.551927,11.559032,7.0502295,12.957153
TEST_05+1일,4.1683726,32.92671,5.959917,1.6708517,0.9881583,12.203792,1.7729639,0.9525828,1.3335794,0.90790397,0.99475986,1.17664,5.5465302,1.5952654,22.11878,1.0166298,1.1256474,30.883568,13.4919615,2.2937222,0.95375067,1.7461609,37.59464,27.614252,9.472424,41.080685,12.620744,4.545119,3.0961192,4.502557,1.7077456,1.6541752,1.4150206,3.196827,36.442673,7.795214,2.263899,26.454695,20.632938,1.1345849,2.4429474,1.3129736,1.1345361,2.845707,0.9191517,3.8978493,0.98313874,3.4179754,18.802155,1.2175194,7.7257385,1.0676537,2.0421267,1.1994317,1.5509251,1.3761619,1.8321832,1.041001,23.302765,11.603108,12.019551,14.082265,6.041288,1.8475193,1.108394,1.635629,3.7329133,1.0184172,2.149648,3.650015,0.99212575,1.0854579,3.4010775,2.209462,1.0971836,1.3633109,1.12769,3.6058223,1.5036274,1.7569534,2.0958755,2.1816504,2.4529474,3.1052043,2.886445,1.6469384,3.2040327,4.198137,21.787283,3.9939613,8.44395,1.074481,2.2185996,1.0935024,0.98306996,10.2375,6.456791,2.0547297,1.0510007,2.2709985,1.0342455,142.65938,36.491566,39.224213,4.3507023,3.897831,1.643054,4.8121734,1.0876641,2.1942236,1.1891876,1.0336207,1.0031874,2.8923244,1.231351,2.8990204,1.0597728,1.2712437,62.539356,71.02817,46.140682,48.467175,72.55912,47.992085,54.06535,5.416515,3.3763628,204.57594,118.837395,116.77558,68.4495,38.064186,1.8026143,57.76584,64.786606,8.310998,49.148052,26.364344,88.46607,70.80932,25.409193,2.183356,622.3986,488.04297,86.94302,411.36853,51.006084,105.4376,96.16444,230.52441,58.337353,10.819871,133.15643,92.38601,47.494232,48.621323,64.64575,31.459732,38.068325,47.978405,46.957508,76.077095,43.98456,26.518753,49.335682,19.616926,26.37703
TEST_05+2일,3.2139797,33.369312,4.596063,1.3397169,0.9964282,7.520166,1.73738,1.0205117,1.2679304,0.9469115,1.0103681,1.2551901,6.33557,1.4442263,15.9356,1.0278635,1.0691626,20.64414,8.85278,2.1192381,0.99812025,1.7407755,46.20404,29.214737,8.194145,36.297844,9.73751,2.970376,1.9780232,2.7162983,1.2683377,1.2073592,1.3040329,2.5594795,22.716833,5.829369,1.8778006,18.052729,13.649879,1.1179563,2.167743,1.7123495,1.3784,1.5108904,1.0055393,2.64902,1.0421535,1.9320542,15.050345,1.100872,6.0358796,1.0769577,1.5346395,1.1464019,1.4907198,1.2291862,1.812665,1.0263124,14.1319475,7.1414657,6.633474,10.395782,4.111983,1.3139628,1.0080768,1.1267391,2.9223728,0.9923337,1.6233416,2.4082963,1.0024251,1.038719,2.3900487,1.86192,1.0239525,1.056213,1.1247243,2.6670673,1.041272,1.3933458,1.5446361,1.760424,2.02653,2.2521634,2.414869,1.1201138,2.6365163,3.5239885,32.17082,2.5368035,5.1782417,1.0220841,1.7940086,1.1254834,1.0126835,4.808537,5.112657,1.4236509,1.0207211,2.1024234,1.0301604,13.148671,111.16263,36.568855,2.6987507,3.1355455,1.1290807,2.9808807,1.0164112,1.5874624,1.1016837,1.014604,0.9859434,2.0058627,1.1888342,2.21433,0.9911833,1.1094466,51.38286,38.83066,65.40459,45.151196,59.298023,29.329054,47.16626,5.49662,1.9430434,130.31429,67.625435,69.04885,57.098675,31.625376,1.2292448,45.263092,54.606754,7.627374,33.958374,20.808691,66.61652,44.164516,15.82542,1.745499,385.2997,296.12466,61.347412,256.85852,35.029743,62.741837,70.2587,149.34145,36.560177,9.587141,96.113304,60.315845,56.152576,55.40153,86.91811,35.099487,39.921917,60.2654,54.424953,131.89574,63.472713,40.651287,77.692795,24.960852,36.44786
TEST_05+3일,3.4097054,34.209217,3.7207158,1.2982789,1.0156627,9.1932955,2.0403726,1.0515257,1.3129056,0.9872243,1.0357176,1.3876448,7.69033,1.5579516,20.363882,1.0502926,1.0798107,29.570673,11.501851,2.07498,1.0386553,1.8220135,44.515972,38.015285,10.507732,67.43258,8.677785,3.185603,1.9842526,2.6477501,1.3112642,1.2066753,1.5235487,2.4128122,18.571222,5.6335106,1.9745616,14.25082,12.424313,1.1658217,2.501271,1.8506287,1.456823,1.4528435,1.0322005,2.6118822,1.0472564,1.8999094,13.007259,1.0899113,6.483152,1.0986384,1.5858742,1.1394962,1.5451428,1.2996787,1.8788794,1.0063797,10.734513,5.666289,5.438604,10.478297,3.7941096,1.3552846,1.0436412,1.1189682,2.917277,1.0017796,1.692154,2.441723,1.0136477,1.0179468,2.6132767,1.9355994,1.0088444,1.0459042,1.1400371,2.789608,1.0153946,1.4813918,1.4998583,1.8384653,1.9747916,2.3667438,2.4826276,1.15037,2.68219,3.6534207,33.91475,2.2370293,4.437451,1.0137912,1.6227716,1.1110207,1.0317577,3.8294945,4.7776685,1.3429219,1.0026475,1.3335308,1.0332172,6.38436,60.10912,27.646326,2.5258846,2.9756553,1.0477753,2.8336928,1.012489,1.3926665,1.0657207,1.006267,0.98424816,1.8210529,1.134747,2.053817,0.9965541,1.083542,46.851124,35.11864,61.18623,69.27188,55.587254,27.299673,45.089863,6.1358457,1.9245583,120.77483,62.146633,64.21298,53.20691,27.933996,1.1805277,41.42172,49.540028,7.2059226,30.744394,18.75771,62.534607,37.693077,14.834195,2.2445357,359.34995,279.79333,56.869827,241.5518,31.906326,56.86844,62.713093,134.19115,32.398495,8.391913,92.3288,56.11629,67.69641,62.15746,95.88149,37.78905,50.300457,65.72248,60.314808,148.9103,72.40566,46.495564,98.35232,34.098713,45.228115
TEST_05+4일,3.5032709,36.26491,3.1298656,1.2829543,1.0066587,12.007938,2.380276,1.0671135,1.2805222,0.99219465,1.0255196,1.5804118,9.849185,1.6484665,24.482567,1.0536331,1.0723339,33.741734,16.233786,1.9791193,1.0409361,1.8699592,44.220203,35.932285,10.449878,56.927155,8.411358,3.145744,1.9438205,2.6187623,1.2427996,1.1980996,1.8139654,2.3507283,19.353136,5.275516,1.9199219,14.615337,12.463806,1.1933063,2.5354176,1.8358682,1.429285,1.3809518,1.0544996,2.556625,1.0420865,1.9401926,12.873104,1.0638503,6.21464,1.080907,1.6304427,1.1259774,1.5306044,1.289697,1.8670659,0.9932762,11.006875,5.3471875,5.8748918,10.431708,3.8627586,1.2942196,1.0578003,1.10577,2.8072033,1.000475,1.6531426,2.40509,1.012151,1.0115842,2.4385357,1.8428764,1.0017828,1.0426737,1.14315,2.5920985,1.0001596,1.3757353,1.3928413,1.8631859,1.8619896,2.320461,2.3435445,1.1186796,2.5443022,3.55075,38.84892,2.2082922,4.1503067,0.99919105,1.5665461,1.0920173,1.0378523,6.3756065,4.512808,1.4369959,0.9837691,1.3548517,1.0164709,12.250549,50.407055,25.231878,2.3096073,2.792743,1.0344391,2.6331844,0.9960415,1.3057836,1.04628,0.9979889,0.9837206,1.8689032,1.1231376,1.9390239,0.9840777,1.0488887,46.15642,34.076138,51.952496,60.465343,52.865414,27.083689,44.240818,6.5332437,1.7456633,121.17703,62.905087,65.7931,52.736053,27.838776,1.1277915,40.586014,49.294403,6.7191176,30.066961,18.440805,62.066547,37.072575,15.523891,2.8884838,359.891,280.07776,56.599796,244.69707,30.187876,56.0791,60.80771,132.0649,30.640717,7.61416,90.17495,53.75049,65.694176,59.45577,89.80774,36.451336,51.595654,63.249638,56.56177,125.45644,69.70377,47.199345,90.4266,37.698345,47.929977
TEST_05+5일,4.4599533,50.848766,3.5472348,1.5683237,1.0011691,18.191225,3.4131486,1.0643314,1.3733358,1.0078357,1.1103781,2.2157042,14.549426,2.0115693,33.777966,1.0716815,1.1176332,43.281708,19.555464,2.4102461,1.0459782,2.2460454,50.9782,34.17478,12.384328,68.16076,8.478708,3.4613152,2.1561875,2.8771122,1.5013571,1.3329316,2.4941962,2.5697215,20.346445,5.8448796,2.1569583,15.221721,12.889435,1.2699915,3.2769566,1.732309,1.3790708,1.4156803,1.0629406,2.8711727,1.053919,2.1690311,13.453217,1.093157,7.1560187,1.0862952,1.690084,1.1290418,1.6124697,1.4255065,1.9900503,1.0128393,11.47216,5.3097587,6.6294265,11.580129,4.3223653,1.3366619,1.0734088,1.1530205,2.9915416,1.0139371,1.707407,2.5359623,1.0193143,1.012112,2.4286277,2.0482523,1.0216569,1.137901,1.1672397,2.5794373,1.0017725,1.3930107,1.446935,1.8700875,1.9228605,2.5846155,2.4555643,1.162194,2.571636,3.7009134,47.9948,2.389991,4.2809415,1.0041405,1.6168932,1.1057317,1.0567404,7.5912538,4.8486977,1.6184664,0.97792786,1.6812984,1.0215329,5.463012,80.2288,24.15603,2.7503097,2.991563,1.1706759,3.0443783,1.0087723,1.352715,1.0485749,1.00013,0.9860005,2.139123,1.1311613,2.1246789,0.98815817,1.0740128,45.67117,38.812515,73.21658,66.1654,54.544296,28.281866,45.491505,7.788084,2.0048025,123.80316,64.410835,68.10387,53.775497,27.58306,1.1662792,40.9545,48.964405,6.701451,30.103285,18.852133,62.304768,37.563114,16.543983,4.418524,389.13522,302.6295,58.677288,267.20874,33.36031,57.689392,64.60981,141.12007,32.579567,7.3845773,98.07294,56.220535,73.56545,65.8178,97.560616,42.335545,59.37573,69.540016,65.145775,139.31548,78.244415,53.84609,99.39556,45.668087,55.627895
TEST_05+6일,5.9451947,47.509167,5.229523,2.747193,1.0420779,17.903175,5.033059,1.0192035,1.7532002,1.0108548,1.400004,3.458348,20.478308,2.6855888,33.834583,1.1102613,1.3553025,40.234974,22.6,2.7447064,1.0433532,2.5209212,42.49629,42.20622,14.4524,97.52097,9.255939,3.8201597,2.8333962,4.317873,2.2903585,2.1060216,3.6292362,2.8809226,26.866156,7.031073,2.7930813,24.40211,14.077964,1.477302,4.143254,1.3748115,1.1328555,2.7603807,1.0161691,4.0182743,1.0325422,3.1583698,15.188003,1.3331383,8.398118,1.0906118,2.8049347,1.2556344,1.9452564,1.7075615,2.1772816,1.0689155,14.731079,5.5669427,7.6410108,13.075881,4.9541335,1.6926633,1.1261398,1.4690098,3.5363724,1.0280894,1.9541802,3.0422068,0.9749716,1.0030183,3.4461887,2.4259925,1.073479,1.3824425,1.1558648,3.238534,1.122377,1.6151128,1.7360541,2.0488982,2.1959717,2.9049594,2.7097607,1.5144448,2.894659,4.1948266,50.15172,3.0876477,7.411429,1.0376722,2.3556583,1.0756813,1.0376335,13.6065645,6.4618244,2.350463,1.005156,2.3642385,1.0161921,7.3871827,88.68514,26.752884,4.2948704,4.0303383,1.9815339,4.5039945,1.0940889,2.142563,1.150343,1.00045,0.99125654,2.6528366,1.2732829,2.654522,1.0489978,1.2362975,46.40221,46.2961,100.100334,77.90798,55.55458,31.792643,46.016773,13.1110525,2.651146,141.22882,74.456924,86.67924,57.000458,29.640966,1.3447065,45.771374,49.33716,7.116959,35.69891,19.817831,66.49332,42.259686,21.14756,8.329377,648.8332,510.9181,69.61477,415.15735,47.406357,75.796616,85.5189,208.6532,42.466976,8.0925,127.60433,70.33474,89.41509,80.78073,112.88772,53.852444,69.330185,86.61227,81.29806,168.05463,93.18807,60.271145,117.215546,53.743225,69.5882
TEST_05+7일,5.703066,40.83028,7.6895413,4.553837,1.7731348,10.922875,6.0169473,1.1663148,2.589789,1.196524,1.888482,4.536537,22.761787,3.6271756,18.78615,1.3528203,2.1693,23.415503,11.198895,2.998534,1.2795223,3.18699,49.246593,29.211731,17.79144,58.745983,13.696015,5.4890466,4.4616656,6.6149254,3.3618166,3.013526,4.0883145,4.709545,50.38135,8.957834,3.4316747,42.65427,22.282114,1.7749902,4.910236,1.1244332,1.3809657,4.1252494,1.0619024,4.597423,1.2458817,4.2426167,22.964333,2.368166,9.206106,1.4984983,4.9059644,1.8645073,2.2774012,2.041399,2.3306262,1.8164753,22.056885,9.892052,14.426465,16.433455,7.9169297,2.517947,1.821323,2.360485,4.522902,1.13127,2.5621855,4.0482416,1.0059637,1.0873085,5.1066957,2.8991983,1.4306469,1.9132957,1.4020208,3.9891033,2.2751303,2.0143502,2.5512223,2.706609,2.747915,4.5283914,3.202492,2.5209818,3.2797592,5.3087277,26.094374,5.821633,13.322532,1.876196,2.851634,1.1709794,1.0995103,4.5958858,8.710964,2.867792,1.711173,7.3103967,1.4387512,135.45485,32.770794,34.777065,6.857901,5.783606,3.1502063,7.359243,2.2490594,2.9350832,2.2369134,1.3316623,1.6488441,3.624129,2.3606963,3.9151554,2.087941,2.4775717,63.43767,75.43857,58.940205,51.339756,72.39377,54.110447,54.69665,21.274254,3.8664322,219.20782,126.086876,143.00919,70.68644,39.788296,2.296112,58.906734,66.88683,8.884132,46.527267,27.590235,93.33694,71.49439,32.303944,10.889913,709.0087,609.521,101.778435,550.4048,75.30344,109.90568,125.63147,285.45605,65.493355,13.374442,185.3213,109.15314,99.91444,93.01098,125.934135,74.40368,78.66535,103.85474,94.9347,231.11507,93.26233,61.4923,119.810036,53.38802,75.006935
TEST_06+1일,3.6923325,31.675379,4.8748684,2.1045232,0.976746,7.912496,1.8183165,0.9561232,1.4739066,0.882168,1.1370431,1.1987764,5.880144,1.5247879,11.774592,0.9920551,1.1027902,19.542662,9.565806,1.9630765,0.9529729,1.8893509,35.707306,29.948324,22.780703,39.239185,9.889482,4.380311,3.681017,3.711483,2.3834918,1.4320837,1.3712295,3.2890062,33.981396,5.712542,2.2370503,24.240656,16.882631,1.264099,2.5151808,1.1167074,1.099071,2.0908432,0.975256,3.5437243,0.9676306,3.411868,21.75412,1.2065121,7.9949126,0.96709746,3.1257188,1.1894494,1.6830705,1.3982941,1.8719689,1.0153015,15.586568,6.112186,6.1698785,13.391663,5.939804,1.6461691,1.0587521,1.468132,3.0867708,1.0008715,2.3227937,3.1494436,1.034103,0.99331826,2.7286386,1.7694564,0.9904759,1.707904,1.2326006,3.2349846,1.8166012,1.6600233,1.6918398,1.8445196,2.1576664,2.3198159,2.4339497,1.5770062,3.0631874,4.4722295,43.05357,3.7930882,9.448121,1.12088,3.297938,1.1179465,0.99213904,13.289314,5.768841,1.4298369,1.0285403,2.4122803,1.0311593,95.25535,30.934835,34.04457,5.066578,3.5415106,1.2554356,4.9555535,1.1590472,2.0842273,1.197062,1.0151447,1.0137131,2.888244,1.3054297,2.4847279,1.1273535,1.2527684,74.35019,57.692272,53.41789,76.889015,69.911,76.62974,52.563385,56.83286,6.1663437,205.94844,159.90587,143.44801,70.245186,29.092047,1.6052397,62.168987,71.94392,5.1193776,58.53798,25.26744,89.2598,83.7176,39.454723,2.1382208,464.04037,302.24872,83.57029,263.58722,48.368378,91.24076,88.10794,200.67126,47.238293,11.691284,86.996025,95.6226,50.704678,50.99406,67.70512,34.261005,40.37973,50.467358,50.331757,80.06333,45.778812,24.4368,51.206776,20.26748,27.751497
TEST_06+2일,4.685887,32.11363,3.2238944,1.6826779,0.9914339,10.251784,1.8382635,1.0014755,1.4082617,0.9350751,1.0764946,1.3334395,7.4449654,1.4559913,15.787826,1.016802,1.0361841,29.878397,13.803757,1.9607167,0.9839284,1.8953476,43.971157,37.48015,21.476168,47.39038,7.2060637,3.4033642,2.9306734,1.7784685,1.3656273,1.1039265,1.3225874,2.525308,16.182714,3.6008961,1.4171628,13.803729,14.2000885,1.2428087,2.2802477,1.502129,1.3962927,1.3848139,1.0508481,1.6460689,1.0426917,2.4317117,11.178744,1.0334058,6.2337623,1.0345987,1.9743856,1.1405832,1.5400385,1.217105,1.8299856,1.0218983,6.5326076,4.1499496,4.830376,7.9611497,3.1772702,1.3327029,0.9943326,1.1284884,2.2861042,0.9910342,1.8979582,2.27674,1.0001783,1.0218809,1.7548738,1.5962114,0.95382434,1.3543855,1.232392,2.4746857,1.2018448,1.2685627,1.2674421,1.6285247,1.8861827,1.8240091,1.9509462,1.1794273,2.4220955,3.2283955,71.90539,2.3653567,5.5395293,1.0512928,3.2181036,1.141526,1.0294238,5.7613144,4.553609,1.1912183,1.0109981,1.9655972,1.0236385,26.555784,85.13351,30.566902,3.3800175,2.5398915,1.0902246,2.695761,1.038222,1.5351938,1.1247648,1.013702,0.9860981,2.2817752,1.1724013,1.8390926,1.0700862,1.1286746,53.523727,22.17373,51.11685,105.95874,53.757076,44.752216,38.684956,39.622074,4.0577655,106.71305,67.9094,62.801403,52.095356,19.362173,1.2986097,45.79475,49.249767,4.0591416,37.162933,17.303802,55.6302,47.57713,19.43636,1.7566147,245.77197,148.37688,45.1751,135.52269,22.801737,46.21944,42.646984,93.09723,25.74636,8.032802,41.466248,44.733044,58.275303,55.658993,89.04934,38.312557,43.620663,62.33801,56.76012,133.4289,64.3464,37.391678,80.01599,25.774261,37.9375
TEST_06+3일,4.290362,33.758053,2.8696363,1.6001006,1.002603,6.845075,2.205322,1.0178027,1.4287449,0.9835413,1.0889493,1.503261,8.913814,1.6068956,10.443492,1.0536186,1.0442957,18.216475,8.855931,1.9134804,1.0166899,1.9557511,47.925526,36.273884,22.600607,93.48434,7.7153335,3.79702,3.1201088,1.7166892,1.4241295,1.119633,1.642836,2.4790847,12.772396,3.4124432,1.5288353,11.0997925,15.02044,1.299336,2.696624,1.5544187,1.4694824,1.5114088,1.0725884,1.6873652,1.0593714,2.4394624,9.696443,1.0294304,6.410992,1.0570045,2.0012214,1.1392703,1.5829471,1.2124513,1.89899,1.0194578,5.18022,3.421606,4.205749,7.722901,3.5483637,1.3395357,1.0268881,1.1325536,2.2967596,0.99744207,1.927279,2.2003086,0.9901559,1.0166696,1.8086473,1.6432667,0.9494634,1.2910445,1.2573465,2.5775049,1.1471702,1.3309737,1.2607746,1.7210282,1.8910092,1.9442326,2.0299933,1.189809,2.410195,3.300948,67.04663,2.0854757,4.749771,1.0247593,3.4980118,1.1498774,1.0342656,6.1827717,3.9289017,1.1266379,0.9914071,1.4951373,1.0169214,10.965367,47.968845,19.697104,2.961918,2.465379,1.003356,2.5944297,1.021038,1.4323416,1.0688512,1.0104585,0.98632723,2.0694773,1.1275094,1.6974643,1.0350839,1.115862,48.885708,21.127144,87.24497,110.62164,49.98859,42.019638,37.21591,36.069603,3.919379,100.34678,63.210796,58.19576,48.86905,16.938196,1.2170095,41.41778,43.968903,3.775215,34.38777,15.52467,52.261387,40.749905,18.099646,2.2926786,208.8106,121.21537,38.714565,115.65042,19.160229,38.6401,34.06929,77.70669,22.220125,6.3969536,36.022236,37.155228,68.26314,61.717224,97.31463,40.358646,53.42685,67.3169,62.177334,148.28387,72.76864,42.74702,99.75824,34.87264,46.86658
TEST_06+4일,4.739969,35.737255,2.7446728,1.5498616,0.99868244,10.1336775,2.6282713,1.0250534,1.42885,0.99875754,1.0724195,1.743702,11.09698,1.7333258,16.257948,1.0640126,1.0477626,32.186337,14.958633,1.9698397,1.0284733,1.9071226,40.37762,39.57989,27.005487,57.135983,7.232113,3.5789642,2.8559153,1.7771915,1.489246,1.0949607,1.9664392,2.381821,14.884669,3.3873932,1.6603686,12.686414,13.964446,1.3002583,2.6693401,1.6124758,1.4434954,1.4816977,1.0844781,1.689813,1.0627671,2.5591683,9.884763,1.0281893,6.230236,1.0597094,1.9854177,1.1239429,1.6559383,1.1881706,1.8639612,1.020898,5.046283,2.866473,3.8659058,7.8997607,3.835282,1.2971045,1.0365258,1.107605,2.1897697,1.0030717,1.914174,2.088518,0.98776275,1.0270078,1.6483971,1.6040641,0.9496674,1.2622098,1.2733322,2.373947,1.1187298,1.2717758,1.1925181,1.7226448,1.8394839,1.9285579,1.9100246,1.1890321,2.2796743,3.173776,68.9056,2.0268896,4.7492948,1.0084361,2.8099058,1.1318245,1.0251187,7.7736588,3.6887004,1.1415336,0.976525,1.432582,0.99699575,9.023967,51.527878,17.226645,2.7808342,2.3272915,1.0121818,2.4282982,0.9899046,1.2415196,1.0498757,1.0036222,0.9831335,1.996225,1.11514,1.5619291,1.0131522,1.0877683,46.41721,21.21092,60.09485,71.07897,48.84732,42.014088,35.713394,36.01486,3.5595067,96.63245,63.24474,58.430058,47.198486,16.200748,1.1436019,40.989338,42.2145,3.5412674,32.984924,14.553494,51.108166,39.443287,18.417395,2.9779513,208.6722,118.67267,37.236813,113.14358,17.108562,37.398758,31.924606,74.6991,20.688202,5.6182933,31.797937,34.012882,65.842354,59.090275,90.74066,37.8347,53.431686,64.19738,57.367382,124.87802,69.78646,43.318966,91.28439,38.09849,49.09847
